Kelompok Pengeluaran,Komoditas Makanan,Pengeluaran per minggu per kapita
"1,000,000 - 1,499,999","Ketam, kepiting, rajungan",75
"1,000,000 - 1,499,999","Kerang, siput, bekicot, remis",74
"1,000,000 - 1,499,999",Udang dan hewan air lainnya yang segar lainnya,71
"1,000,000 - 1,499,999",Kembung diawetkan/peda,184
"1,000,000 - 1,499,999",Tenggiri diawetkan,31
"1,000,000 - 1,499,999",Tongkol/tuna/cakalang diawetkan,365
"1,000,000 - 1,499,999",Teri diawetkan,749
"1,000,000 - 1,499,999",Selar diawetkan,105
"1,000,000 - 1,499,999",Sepat diawetkan,105
"1,000,000 - 1,499,999",Bandeng diawetkan,116
"1,000,000 - 1,499,999",Gabus diawetkan,38
"1,000,000 - 1,499,999","Ikan dalam kaleng (sardencis, tuna dalam kaleng, dsb)",112
"1,000,000 - 1,499,999",Ikan diawetkan lainnya,469
"1,000,000 - 1,499,999","Udang diawetkan (ebi, rebon)",68
"1,000,000 - 1,499,999","Cumi-cumi, sotong, gurita diawetkan",23
"1,000,000 - 1,499,999",Udang dan hewan air lainnya yang diawetkan,38
"1,000,000 - 1,499,999",Ikan matang,743
"1,000,000 - 1,499,999",DAGING,8673
"1,000,000 - 1,499,999",Daging sapi,533
"1,000,000 - 1,499,999","Daging kambing, domba/biri-biri",51
"1,000,000 - 1,499,999",Daging babi,521
"1,000,000 - 1,499,999",Daging ayam ras,3759
"1,000,000 - 1,499,999",Daging ayam kampung,1211
"1,000,000 - 1,499,999",Daging segar lainnya,136
"1,000,000 - 1,499,999",Daging diawetkan lainnya,28
"1,000,000 - 1,499,999","Tetelan, sandung lamur",33
"1,000,000 - 1,499,999","Lainnya ( hati, jeroan, iga, kaki, buntut, kepala, dsb)",204
"1,000,000 - 1,499,999","Ayam/daging matang (ayam goreng, rendang, dsb)",1370
"1,000,000 - 1,499,999","Daging olahan (sosis, nugget, daging asap, dsb) matang",827
"1,000,000 - 1,499,999",TELUR DAN SUSU,8153
"1,000,000 - 1,499,999",Telur ayam ras,3720
"1,000,000 - 1,499,999",Telur ayam kampung,218
"1,000,000 - 1,499,999",Telur itik/telur itik manila,127
"1,000,000 - 1,499,999","Telur lainnya (telur puyuh, telur asin mentah maupun matang,",93
"1,000,000 - 1,499,999",Susu cair pabrik,205
"1,000,000 - 1,499,999",Susu kental manis,993
"1,000,000 - 1,499,999",Susu bubuk,1277
"1,000,000 - 1,499,999",Susu bubuk bayi,1417
"1,000,000 - 1,499,999",Susu lainnya dan hasil lain dari susu,102
"1,000,000 - 1,499,999",SAYUR-SAYURAN,13115
"1,000,000 - 1,499,999",Bayam,534
"1,000,000 - 1,499,999",Kangkung,567
"1,000,000 - 1,499,999",Kol/Kubis,273
"1,000,000 - 1,499,999",Sawi putih (petsai),139
"1,000,000 - 1,499,999",Sawi hijau,224
"1,000,000 - 1,499,999",Buncis,181
"1,000,000 - 1,499,999",Kacang panjang,479
"1,000,000 - 1,499,999","Tomat sayur, tomat ceri",454
"1,000,000 - 1,499,999",Wortel,252
"1,000,000 - 1,499,999",Mentimun,347
"1,000,000 - 1,499,999",Daun ketela pohon/daun singkong,457
"1,000,000 - 1,499,999",Terong,509
"1,000,000 - 1,499,999",Tauge,163
"1,000,000 - 1,499,999","Labu, labu siam, labu parang",258
"1,000,000 - 1,499,999",Bahan sayur sop/cap cay/ kimlo (paket),392
"1,000,000 - 1,499,999",Bahan sayur asam/lodeh (paket),194
"1,000,000 - 1,499,999",Nangka muda,85
"1,000,000 - 1,499,999",Pepaya muda,130
"1,000,000 - 1,499,999",Jengkol,314
"1,000,000 - 1,499,999",Bawang merah,1993
"1,000,000 - 1,499,999",Bawang putih,1491
"1,000,000 - 1,499,999",Cabe merah,1359
"1,000,000 - 1,499,999",Cabe hijau,198
"1,000,000 - 1,499,999",Cabe rawit,1540
"1,000,000 - 1,499,999",Sayur-sayuran lainnya,583
"1,000,000 - 1,499,999",KACANG-KACANGAN,3150
"1,000,000 - 1,499,999",Kacang tanah tanpa kulit,164
"1,000,000 - 1,499,999",Kacang kedele,17
"1,000,000 - 1,499,999",Kacang lainnya,100
"1,000,000 - 1,499,999",Tahu,1395
"1,000,000 - 1,499,999",Tempe,1443
"1,000,000 - 1,499,999",Oncom,26
"1,000,000 - 1,499,999",Hasil lain dari kacang-kacangan,6
"1,000,000 - 1,499,999",BUAH-BUAHAN,7881
"1,000,000 - 1,499,999","Jeruk, jeruk bali",1023
"1,000,000 - 1,499,999",Mangga,178
"1,000,000 - 1,499,999",Apel,480
"1,000,000 - 1,499,999",Rambutan,874
"1,000,000 - 1,499,999","Duku, langsat",1140
"1,000,000 - 1,499,999",Durian,1096
"1,000,000 - 1,499,999",Salak,363
"1,000,000 - 1,499,999",Pisang ambon,251
"1,000,000 - 1,499,999",Pisang lainnya,940
"1,000,000 - 1,499,999",Pepaya,296
"1,000,000 - 1,499,999",Semangka,258
"1,000,000 - 1,499,999",Tomat buah,150
"1,000,000 - 1,499,999",Buah-buahan lainnya,832
"1,000,000 - 1,499,999",MINYAK DAN KELAPA,4278
"1,000,000 - 1,499,999",Minyak kelapa,223
"1,000,000 - 1,499,999","Minyak goreng (kelapa sawit, bunga matahari)",3402
"1,000,000 - 1,499,999",Kelapa (tidak termasuk santan instan),618
"1,000,000 - 1,499,999",Minyak dan kelapa lainnya,36
"1,000,000 - 1,499,999",BAHAN MINUMAN,5487
"1,000,000 - 1,499,999",Gula pasir,2614
"1,000,000 - 1,499,999","Gula merah, gula air (pohom aren, kelapa, lontar)",283
"1,000,000 - 1,499,999",Teh bubuk,184
"1,000,000 - 1,499,999",Teh celup (sachet),434
"1,000,000 - 1,499,999","Kopi (bubuk,biji)",993
"1,000,000 - 1,499,999",Kopi instan (sachet),925
"1,000,000 - 1,499,999",Bahan minuman lainnya,55
"1,000,000 - 1,499,999",BUMBU-BUMBUAN,3400
"1,000,000 - 1,499,999",Garam,377
"1,000,000 - 1,499,999",Kemiri,249
"1,000,000 - 1,499,999",Ketumbar/jinten,154
"1,000,000 - 1,499,999",Merica/lada,230
"1,000,000 - 1,499,999",Asam,203
"1,000,000 - 1,499,999",Terasi/petis,231
"1,000,000 - 1,499,999",Kecap,581
"1,000,000 - 1,499,999",Penyedap masakan/vetsin,451
"1,000,000 - 1,499,999",Sambal jadi,38
"1,000,000 - 1,499,999",Saus tomat,60
"1,000,000 - 1,499,999","Bumbu maskan jadi/kemasan, bumbu racikan",243
"1,000,000 - 1,499,999","Bumbu dapur lainnya (pala, jahe, kunyit, dsb)",583
"1,000,000 - 1,499,999",BAHAN MAKANAN LAINNYA,2946
"1,000,000 - 1,499,999",Mie instan,2394
"1,000,000 - 1,499,999",Kerupuk,444
"1,000,000 - 1,499,999",Bubur bayi kemasan,81
"1,000,000 - 1,499,999",Lainnya,26
"1,000,000 - 1,499,999",MAKANAN MINUMAN JADI,42815
"1,000,000 - 1,499,999",Roti tawar,269
"1,000,000 - 1,499,999","Roti manis, roti lainnya",1695
"1,000,000 - 1,499,999","Kue kering, biskuit, semprong",1330
"1,000,000 - 1,499,999","Kue basah (kue lapis, bika ambon, lemper, dsb)",1790
"1,000,000 - 1,499,999",Makanan gorengan,3066
"1,000,000 - 1,499,999",Bubur kacang hijau,423
"1,000,000 - 1,499,999","Gado-gado, ketoprak, pecel",1235
"1,000,000 - 1,499,999",Nasi campur/rames,6644
"1,000,000 - 1,499,999",Nasi goreng,1597
"1,000,000 - 1,499,999",Nasi putih,1105
"1,000,000 - 1,499,999",Lontong/ketupat sayur,1120
"1,000,000 - 1,499,999","Soto, gule, sop, rawon, cincang",1230
"1,000,000 - 1,499,999","Sayur matang (ditumis, disantan, dsb)",1058
"1,000,000 - 1,499,999","Sate, tongseng",810
"1,000,000 - 1,499,999","Mie bakso, mie rebus, mie goreng",5060
"1,000,000 - 1,499,999",Mie instan,466
"1,000,000 - 1,499,999","Makanan ringan anak-anak, krupuk/kripik",2629
"1,000,000 - 1,499,999",Bubur ayam,526
"1,000,000 - 1,499,999","Siomay, batagor",1001
"1,000,000 - 1,499,999",Makanan jadi lainnya,1161
"1,000,000 - 1,499,999",Air kemasan,721
"1,000,000 - 1,499,999",Air kemasan galon,1013
"1,000,000 - 1,499,999","Air teh kemasan, minuman bersoda/mengandung CO2",583
"1,000,000 - 1,499,999","Sari buah kemasan, minuman kesehatan, minuman berenergi",522
"1,000,000 - 1,499,999","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",3587
"1,000,000 - 1,499,999",Es krim,816
"1,000,000 - 1,499,999",Es lainnya,1218
"1,000,000 - 1,499,999",Minuman keras,140
"1,000,000 - 1,499,999",ROKOK DAN TEMBAKAU,24727
"1,000,000 - 1,499,999",Rokok kretek filter,19653
"1,000,000 - 1,499,999",Rokok kretek tanpa filter,3367
"1,000,000 - 1,499,999",Rokok putih,1236
"1,000,000 - 1,499,999",Tembakau,264
"1,000,000 - 1,499,999",Rokok dan tembakau lainnya,206
">1,500,000",PADI-PADIAN,20460
">1,500,000","Beras (beras lokal, kualitas unggul, impor)",18973
">1,500,000",Beras ketan,171
">1,500,000",Jagung basah degan kulit,516
">1,500,000",Jagung pipilan/beras jagung/jagung titi,79
">1,500,000",Tepung terigu,692
">1,500,000",Padi-padian lainnya,29
">1,500,000",UMBI-UMBIAN,3976
">1,500,000",Ketala pohon/singkong,758
">1,500,000",Ketela rambat/ubi jalar,1906
">1,500,000",Sagu (bukan dari ketela pohon),117
">1,500,000",Talas/keladi,266
">1,500,000",Kentang,889
">1,500,000",Gaplek,18
">1,500,000",Umbi-umbian lainnya,22
">1,500,000",IKAN,21091
">1,500,000",Ekor kuning,382
">1,500,000","Tongkol, tuna, cakalang, dencis, ikan kayu",2210
">1,500,000",Tenggiri,208
">1,500,000",Selar,371
">1,500,000","Kembung, lema/tatare, banyar/banyara",1215
">1,500,000",Teri,264
">1,500,000",Bandeng,1089
">1,500,000",Gabus,631
">1,500,000",Mujair,1055
">1,500,000","Mas, Nila",2199
">1,500,000",Lele,921
">1,500,000",Kakap,391
">1,500,000",Baronang,128
">1,500,000",Patin,639
">1,500,000",Bawal,283
">1,500,000",Gurame,201
">1,500,000",Ikan segar/basah lainnya,1810
">1,500,000","Udang, lobster",1521
">1,500,000","Cumi-cumi, sotong, gurita",754
">1,500,000","Ketam, kepiting, rajungan",198
">1,500,000","Kerang, siput, bekicot, remis",114
">1,500,000",Udang dan hewan air lainnya yang segar lainnya,114
">1,500,000",Kembung diawetkan/peda,186
">1,500,000",Tenggiri diawetkan,41
">1,500,000",Tongkol/tuna/cakalang diawetkan,402
">1,500,000",Teri diawetkan,859
">1,500,000",Selar diawetkan,104
">1,500,000",Sepat diawetkan,117
">1,500,000",Bandeng diawetkan,133
">1,500,000",Gabus diawetkan,56
">1,500,000","Ikan dalam kaleng (sardencis, tuna dalam kaleng, dsb)",261
">1,500,000",Ikan diawetkan lainnya,508
">1,500,000","Udang diawetkan (ebi, rebon)",72
">1,500,000","Cumi-cumi, sotong, gurita diawetkan",58
">1,500,000",Udang dan hewan air lainnya yang diawetkan,35
">1,500,000",Ikan matang,1561
">1,500,000",DAGING,15539
">1,500,000",Daging sapi,1797
">1,500,000","Daging kambing, domba/biri-biri",121
">1,500,000",Daging babi,1355
">1,500,000",Daging ayam ras,5741
">1,500,000",Daging ayam kampung,1976
">1,500,000",Daging segar lainnya,300
">1,500,000",Daging diawetkan lainnya,60
">1,500,000","Tetelan, sandung lamur",80
">1,500,000","Lainnya ( hati, jeroan, iga, kaki, buntut, kepala, dsb)",299
">1,500,000","Ayam/daging matang (ayam goreng, rendang, dsb)",2805
">1,500,000","Daging olahan (sosis, nugget, daging asap, dsb) matang",1005
">1,500,000",TELUR DAN SUSU,12845
">1,500,000",Telur ayam ras,4763
">1,500,000",Telur ayam kampung,321
">1,500,000",Telur itik/telur itik manila,193
">1,500,000","Telur lainnya (telur puyuh, telur asin mentah maupun matang,",152
">1,500,000",Susu cair pabrik,399
">1,500,000",Susu kental manis,1445
">1,500,000",Susu bubuk,2929
">1,500,000",Susu bubuk bayi,2362
">1,500,000",Susu lainnya dan hasil lain dari susu,281
">1,500,000",SAYUR-SAYURAN,17599
">1,500,000",Bayam,820
">1,500,000",Kangkung,778
">1,500,000",Kol/Kubis,478
">1,500,000",Sawi putih (petsai),283
">1,500,000",Sawi hijau,372
">1,500,000",Buncis,301
">1,500,000",Kacang panjang,592
">1,500,000","Tomat sayur, tomat ceri",658
">1,500,000",Wortel,484
">1,500,000",Mentimun,523
">1,500,000",Daun ketela pohon/daun singkong,537
">1,500,000",Terong,581
">1,500,000",Tauge,226
">1,500,000","Labu, labu siam, labu parang",414
">1,500,000",Bahan sayur sop/cap cay/ kimlo (paket),482
">1,500,000",Bahan sayur asam/lodeh (paket),240
">1,500,000",Nangka muda,92
">1,500,000",Pepaya muda,127
">1,500,000",Jengkol,461
">1,500,000",Bawang merah,2550
">1,500,000",Bawang putih,1900
">1,500,000",Cabe merah,1661
">1,500,000",Cabe hijau,275
">1,500,000",Cabe rawit,1959
">1,500,000",Sayur-sayuran lainnya,804
">1,500,000",KACANG-KACANGAN,3788
">1,500,000",Kacang tanah tanpa kulit,272
">1,500,000",Kacang kedele,23
">1,500,000",Kacang lainnya,132
">1,500,000",Tahu,1657
">1,500,000",Tempe,1659
">1,500,000",Oncom,34
">1,500,000",Hasil lain dari kacang-kacangan,10
">1,500,000",BUAH-BUAHAN,14270
">1,500,000","Jeruk, jeruk bali",1727
">1,500,000",Mangga,350
">1,500,000",Apel,1280
">1,500,000",Rambutan,1302
">1,500,000","Duku, langsat",1899
">1,500,000",Durian,2730
">1,500,000",Salak,508
">1,500,000",Pisang ambon,446
">1,500,000",Pisang lainnya,1338
">1,500,000",Pepaya,450
">1,500,000",Semangka,451
">1,500,000",Tomat buah,193
">1,500,000",Buah-buahan lainnya,1595
">1,500,000",MINYAK DAN KELAPA,5230
">1,500,000",Minyak kelapa,293
">1,500,000","Minyak goreng (kelapa sawit, bunga matahari)",4240
">1,500,000",Kelapa (tidak termasuk santan instan),644
">1,500,000",Minyak dan kelapa lainnya,53
">1,500,000",BAHAN MINUMAN,7108
">1,500,000",Gula pasir,3114
">1,500,000","Gula merah, gula air (pohom aren, kelapa, lontar)",356
">1,500,000",Teh bubuk,166
">1,500,000",Teh celup (sachet),631
">1,500,000","Kopi (bubuk,biji)",1284
">1,500,000",Kopi instan (sachet),1407
">1,500,000",Bahan minuman lainnya,149
">1,500,000",BUMBU-BUMBUAN,4639
">1,500,000",Garam,496
">1,500,000",Kemiri,325
">1,500,000",Ketumbar/jinten,194
">1,500,000",Merica/lada,309
">1,500,000",Asam,253
">1,500,000",Terasi/petis,269
">1,500,000",Kecap,826
">1,500,000",Penyedap masakan/vetsin,586
">1,500,000",Sambal jadi,94
">1,500,000",Saus tomat,150
">1,500,000","Bumbu maskan jadi/kemasan, bumbu racikan",381
">1,500,000","Bumbu dapur lainnya (pala, jahe, kunyit, dsb)",757
">1,500,000",BAHAN MAKANAN LAINNYA,4019
">1,500,000",Mie instan,3215
">1,500,000",Kerupuk,634
">1,500,000",Bubur bayi kemasan,126
">1,500,000",Lainnya,43
">1,500,000",MAKANAN MINUMAN JADI,62423
">1,500,000",Roti tawar,545
">1,500,000","Roti manis, roti lainnya",2214
">1,500,000","Kue kering, biskuit, semprong",1902
">1,500,000","Kue basah (kue lapis, bika ambon, lemper, dsb)",2301
">1,500,000",Makanan gorengan,3554
">1,500,000",Bubur kacang hijau,613
">1,500,000","Gado-gado, ketoprak, pecel",1756
">1,500,000",Nasi campur/rames,10818
">1,500,000",Nasi goreng,2831
">1,500,000",Nasi putih,1690
">1,500,000",Lontong/ketupat sayur,1456
">1,500,000","Soto, gule, sop, rawon, cincang",2075
">1,500,000","Sayur matang (ditumis, disantan, dsb)",1646
">1,500,000","Sate, tongseng",1748
">1,500,000","Mie bakso, mie rebus, mie goreng",7145
">1,500,000",Mie instan,595
">1,500,000","Makanan ringan anak-anak, krupuk/kripik",2884
">1,500,000",Bubur ayam,942
">1,500,000","Siomay, batagor",1215
">1,500,000",Makanan jadi lainnya,1644
">1,500,000",Air kemasan,1581
">1,500,000",Air kemasan galon,1923
">1,500,000","Air teh kemasan, minuman bersoda/mengandung CO2",1029
">1,500,000","Sari buah kemasan, minuman kesehatan, minuman berenergi",905
">1,500,000","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",4448
">1,500,000",Es krim,1197
">1,500,000",Es lainnya,1563
">1,500,000",Minuman keras,203
">1,500,000",ROKOK DAN TEMBAKAU,33194
">1,500,000",Rokok kretek filter,26843
">1,500,000",Rokok kretek tanpa filter,3446
">1,500,000",Rokok putih,2290
">1,500,000",Tembakau,226
">1,500,000",Rokok dan tembakau lainnya,389
Rata-Rata per Kapita,PADI-PADIAN,17292
Rata-Rata per Kapita,"Beras (beras lokal, kualitas unggul, impor)",16306
Rata-Rata per Kapita,Beras ketan,89
Rata-Rata per Kapita,Jagung basah degan kulit,295
Rata-Rata per Kapita,Jagung pipilan/beras jagung/jagung titi,161
Rata-Rata per Kapita,Tepung terigu,425
Rata-Rata per Kapita,Padi-padian lainnya,16
Rata-Rata per Kapita,UMBI-UMBIAN,1677
Rata-Rata per Kapita,Ketala pohon/singkong,450
Rata-Rata per Kapita,Ketela rambat/ubi jalar,607
Rata-Rata per Kapita,Sagu (bukan dari ketela pohon),83
Rata-Rata per Kapita,Talas/keladi,107
Rata-Rata per Kapita,Kentang,398
Rata-Rata per Kapita,Gaplek,17
Rata-Rata per Kapita,Umbi-umbian lainnya,16
Rata-Rata per Kapita,IKAN,10369
Rata-Rata per Kapita,Ekor kuning,183
Rata-Rata per Kapita,"Tongkol, tuna, cakalang, dencis, ikan kayu",1322
Rata-Rata per Kapita,Tenggiri,74
Rata-Rata per Kapita,Selar,241
Rata-Rata per Kapita,"Kembung, lema/tatare, banyar/banyara",629
Rata-Rata per Kapita,Teri,177
Rata-Rata per Kapita,Bandeng,583
Rata-Rata per Kapita,Gabus,307
Rata-Rata per Kapita,Mujair,501
Rata-Rata per Kapita,"Mas, Nila",869
Rata-Rata per Kapita,Lele,535
Rata-Rata per Kapita,Kakap,131
Rata-Rata per Kapita,Baronang,61
Rata-Rata per Kapita,Patin,306
Rata-Rata per Kapita,Bawal,116
Rata-Rata per Kapita,Gurame,58
Rata-Rata per Kapita,Ikan segar/basah lainnya,1077
Rata-Rata per Kapita,"Udang, lobster",439
Rata-Rata per Kapita,"Cumi-cumi, sotong, gurita",215
Rata-Rata per Kapita,"Ketam, kepiting, rajungan",56
Rata-Rata per Kapita,"Kerang, siput, bekicot, remis",50
Rata-Rata per Kapita,Udang dan hewan air lainnya yang segar lainnya,47
Rata-Rata per Kapita,Kembung diawetkan/peda,139
Rata-Rata per Kapita,Tenggiri diawetkan,24
Rata-Rata per Kapita,Tongkol/tuna/cakalang diawetkan,294
Rata-Rata per Kapita,Teri diawetkan,564
Rata-Rata per Kapita,Selar diawetkan,81
Rata-Rata per Kapita,Sepat diawetkan,77
Rata-Rata per Kapita,Bandeng diawetkan,88
Rata-Rata per Kapita,Gabus diawetkan,25
Rata-Rata per Kapita,"Ikan dalam kaleng (sardencis, tuna dalam kaleng, dsb)",86
Rata-Rata per Kapita,Ikan diawetkan lainnya,387
Rata-Rata per Kapita,"Udang diawetkan (ebi, rebon)",47
Rata-Rata per Kapita,"Cumi-cumi, sotong, gurita diawetkan",16
Rata-Rata per Kapita,Udang dan hewan air lainnya yang diawetkan,29
Rata-Rata per Kapita,Ikan matang,535
Rata-Rata per Kapita,DAGING,6336
Rata-Rata per Kapita,Daging sapi,428
Rata-Rata per Kapita,"Daging kambing, domba/biri-biri",38
Rata-Rata per Kapita,Daging babi,476
Rata-Rata per Kapita,Daging ayam ras,2631
Rata-Rata per Kapita,Daging ayam kampung,855
Rata-Rata per Kapita,Daging segar lainnya,107
Rata-Rata per Kapita,Daging diawetkan lainnya,20
Rata-Rata per Kapita,"Tetelan, sandung lamur",23
Rata-Rata per Kapita,"Lainnya ( hati, jeroan, iga, kaki, buntut, kepala, dsb)",138
Rata-Rata per Kapita,"Ayam/daging matang (ayam goreng, rendang, dsb)",956
Rata-Rata per Kapita,"Daging olahan (sosis, nugget, daging asap, dsb) matang",664
Rata-Rata per Kapita,TELUR DAN SUSU,6011
Rata-Rata per Kapita,Telur ayam ras,2933
Rata-Rata per Kapita,Telur ayam kampung,167
Rata-Rata per Kapita,Telur itik/telur itik manila,85
Rata-Rata per Kapita,"Telur lainnya (telur puyuh, telur asin mentah maupun matang,",58
Rata-Rata per Kapita,Susu cair pabrik,146
Rata-Rata per Kapita,Susu kental manis,710
Rata-Rata per Kapita,Susu bubuk,876
Rata-Rata per Kapita,Susu bubuk bayi,957
Rata-Rata per Kapita,Susu lainnya dan hasil lain dari susu,78
Rata-Rata per Kapita,SAYUR-SAYURAN,10337
Rata-Rata per Kapita,Bayam,453
Rata-Rata per Kapita,Kangkung,459
Rata-Rata per Kapita,Kol/Kubis,213
Rata-Rata per Kapita,Sawi putih (petsai),115
Rata-Rata per Kapita,Sawi hijau,172
Rata-Rata per Kapita,Buncis,142
Rata-Rata per Kapita,Kacang panjang,388
Rata-Rata per Kapita,"Tomat sayur, tomat ceri",367
Rata-Rata per Kapita,Wortel,189
Rata-Rata per Kapita,Mentimun,251
Rata-Rata per Kapita,Daun ketela pohon/daun singkong,428
Rata-Rata per Kapita,Terong,393
Rata-Rata per Kapita,Tauge,121
Rata-Rata per Kapita,"Labu, labu siam, labu parang",221
Rata-Rata per Kapita,Bahan sayur sop/cap cay/ kimlo (paket),296
Rata-Rata per Kapita,Bahan sayur asam/lodeh (paket),137
Rata-Rata per Kapita,Nangka muda,64
Rata-Rata per Kapita,Pepaya muda,116
Rata-Rata per Kapita,Jengkol,221
Rata-Rata per Kapita,Bawang merah,1569
Rata-Rata per Kapita,Bawang putih,1153
Rata-Rata per Kapita,Cabe merah,995
Rata-Rata per Kapita,Cabe hijau,145
Rata-Rata per Kapita,Cabe rawit,1223
Rata-Rata per Kapita,Sayur-sayuran lainnya,506
Rata-Rata per Kapita,KACANG-KACANGAN,2513
Rata-Rata per Kapita,Kacang tanah tanpa kulit,136
Rata-Rata per Kapita,Kacang kedele,12
Rata-Rata per Kapita,Kacang lainnya,82
Rata-Rata per Kapita,Tahu,1108
Rata-Rata per Kapita,Tempe,1150
Rata-Rata per Kapita,Oncom,20
Rata-Rata per Kapita,Hasil lain dari kacang-kacangan,5
Rata-Rata per Kapita,BUAH-BUAHAN,5607
Rata-Rata per Kapita,"Jeruk, jeruk bali",673
Rata-Rata per Kapita,Mangga,127
Rata-Rata per Kapita,Apel,347
Rata-Rata per Kapita,Rambutan,633
Rata-Rata per Kapita,"Duku, langsat",788
Rata-Rata per Kapita,Durian,809
Rata-Rata per Kapita,Salak,250
Rata-Rata per Kapita,Pisang ambon,188
Rata-Rata per Kapita,Pisang lainnya,709
Rata-Rata per Kapita,Pepaya,225
Rata-Rata per Kapita,Semangka,173
Rata-Rata per Kapita,Tomat buah,114
Rata-Rata per Kapita,Buah-buahan lainnya,572
Rata-Rata per Kapita,MINYAK DAN KELAPA,3405
Rata-Rata per Kapita,Minyak kelapa,203
Rata-Rata per Kapita,"Minyak goreng (kelapa sawit, bunga matahari)",2694
Rata-Rata per Kapita,Kelapa (tidak termasuk santan instan),483
Rata-Rata per Kapita,Minyak dan kelapa lainnya,24
Rata-Rata per Kapita,BAHAN MINUMAN,4443
Rata-Rata per Kapita,Gula pasir,2145
Rata-Rata per Kapita,"Gula merah, gula air (pohom aren, kelapa, lontar)",222
Rata-Rata per Kapita,Teh bubuk,158
Rata-Rata per Kapita,Teh celup (sachet),339
Rata-Rata per Kapita,"Kopi (bubuk,biji)",825
Rata-Rata per Kapita,Kopi instan (sachet),711
Rata-Rata per Kapita,Bahan minuman lainnya,42
Rata-Rata per Kapita,BUMBU-BUMBUAN,2622
Rata-Rata per Kapita,Garam,328
Rata-Rata per Kapita,Kemiri,188
Rata-Rata per Kapita,Ketumbar/jinten,116
Rata-Rata per Kapita,Merica/lada,176
Rata-Rata per Kapita,Asam,152
Rata-Rata per Kapita,Terasi/petis,180
Rata-Rata per Kapita,Kecap,425
Rata-Rata per Kapita,Penyedap masakan/vetsin,368
Rata-Rata per Kapita,Sambal jadi,28
Rata-Rata per Kapita,Saus tomat,42
Rata-Rata per Kapita,"Bumbu maskan jadi/kemasan, bumbu racikan",180
Rata-Rata per Kapita,"Bumbu dapur lainnya (pala, jahe, kunyit, dsb)",438
Rata-Rata per Kapita,BAHAN MAKANAN LAINNYA,2227
Rata-Rata per Kapita,Mie instan,1816
Rata-Rata per Kapita,Kerupuk,325
Rata-Rata per Kapita,Bubur bayi kemasan,66
Rata-Rata per Kapita,Lainnya,20
Rata-Rata per Kapita,MAKANAN MINUMAN JADI,30910
Rata-Rata per Kapita,Roti tawar,199
Rata-Rata per Kapita,"Roti manis, roti lainnya",1381
Rata-Rata per Kapita,"Kue kering, biskuit, semprong",1021
Rata-Rata per Kapita,"Kue basah (kue lapis, bika ambon, lemper, dsb)",1408
Rata-Rata per Kapita,Makanan gorengan,2415
Rata-Rata per Kapita,Bubur kacang hijau,310
Rata-Rata per Kapita,"Gado-gado, ketoprak, pecel",860
Rata-Rata per Kapita,Nasi campur/rames,4470
Rata-Rata per Kapita,Nasi goreng,1050
Rata-Rata per Kapita,Nasi putih,758
Rata-Rata per Kapita,Lontong/ketupat sayur,774
Rata-Rata per Kapita,"Soto, gule, sop, rawon, cincang",852
Rata-Rata per Kapita,"Sayur matang (ditumis, disantan, dsb)",775
Rata-Rata per Kapita,"Sate, tongseng",568
Rata-Rata per Kapita,"Mie bakso, mie rebus, mie goreng",3438
Rata-Rata per Kapita,Mie instan,337
Rata-Rata per Kapita,"Makanan ringan anak-anak, krupuk/kripik",2019
Rata-Rata per Kapita,Bubur ayam,385
Rata-Rata per Kapita,"Siomay, batagor",751
Rata-Rata per Kapita,Makanan jadi lainnya,904
Rata-Rata per Kapita,Air kemasan,520
Rata-Rata per Kapita,Air kemasan galon,710
Rata-Rata per Kapita,"Air teh kemasan, minuman bersoda/mengandung CO2",452
Rata-Rata per Kapita,"Sari buah kemasan, minuman kesehatan, minuman berenergi",414
Rata-Rata per Kapita,"Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",2558
Rata-Rata per Kapita,Es krim,577
Rata-Rata per Kapita,Es lainnya,896
Rata-Rata per Kapita,Minuman keras,108
Rata-Rata per Kapita,ROKOK DAN TEMBAKAU,17132
Rata-Rata per Kapita,Rokok kretek filter,13122
Rata-Rata per Kapita,Rokok kretek tanpa filter,2679
Rata-Rata per Kapita,Rokok putih,847
Rata-Rata per Kapita,Tembakau,276
Rata-Rata per Kapita,Rokok dan tembakau lainnya,208
